nom,classe,chemin,taille_ko,corrompue,format,mode,largeur,hauteur,canaux,ecart_type
cardboard27.jpg,cardboard,../data/raw\cardboard\cardboard27.jpg,24.27,False,JPEG,RGB,512.0,384.0,3.0,43.92
cardboard28.jpg,cardboard,../data/raw\cardboard\cardboard28.jpg,14.37,False,JPEG,RGB,512.0,384.0,3.0,55.54
cardboard29.jpg,cardboard,../data/raw\cardboard\cardboard29.jpg,21.34,False,JPEG,RGB,512.0,384.0,3.0,45.32
cardboard3.jpg,cardboard,../data/raw\cardboard\cardboard3.jpg,20.75,False,JPEG,RGB,512.0,384.0,3.0,41.29
cardboard30.jpg,cardboard,../data/raw\cardboard\cardboard30.jpg,19.75,False,JPEG,RGB,512.0,384.0,3.0,29.25
cardboard31.jpg,cardboard,../data/raw\cardboard\cardboard31.jpg,21.58,False,JPEG,RGB,512.0,384.0,3.0,43.46
cardboard32.jpg,cardboard,../data/raw\cardboard\cardboard32.jpg,21.35,False,JPEG,RGB,512.0,384.0,3.0,40.45
cardboard33.jpg,cardboard,../data/raw\cardboard\cardboard33.jpg,11.97,False,JPEG,RGB,512.0,384.0,3.0,33.9
cardboard34.jpg,cardboard,../data/raw\cardboard\cardboard34.jpg,23.12,False,JPEG,RGB,512.0,384.0,3.0,23.99
cardboard35.jpg,cardboard,../data/raw\cardboard\cardboard35.jpg,19.25,False,JPEG,RGB,512.0,384.0,3.0,43.68
cardboard35tg.png,cardboard,../data/raw\cardboard\cardboard35tg.png,180.2,False,PNG,RGBA,512.0,384.0,4.0,77.59
cardboard36.jpg,cardboard,../data/raw\cardboard\cardboard36.jpg,18.87,False,JPEG,RGB,512.0,384.0,3.0,41.16
cardboard37.jpg,cardboard,../data/raw\cardboard\cardboard37.jpg,21.02,False,JPEG,RGB,512.0,384.0,3.0,52.96
cardboard38.jpg,cardboard,../data/raw\cardboard\cardboard38.jpg,21.59,False,JPEG,RGB,512.0,384.0,3.0,40.32
cardboard39.jpg,cardboard,../data/raw\cardboard\cardboard39.jpg,22.04,False,JPEG,RGB,512.0,384.0,3.0,41.22
cardboard4.jpg,cardboard,../data/raw\cardboard\cardboard4.jpg,17.97,False,JPEG,RGB,512.0,384.0,3.0,47.09
cardboard40.jpg,cardboard,../data/raw\cardboard\cardboard40.jpg,22.04,False,JPEG,RGB,512.0,384.0,3.0,40.49
cardboard41.jpg,cardboard,../data/raw\cardboard\cardboard41.jpg,11.15,False,JPEG,RGB,512.0,384.0,3.0,84.36
cardboard42.jpg,cardboard,../data/raw\cardboard\cardboard42.jpg,13.33,False,JPEG,RGB,512.0,384.0,3.0,51.5
cardboard43.jpg,cardboard,../data/raw\cardboard\cardboard43.jpg,12.42,False,JPEG,RGB,512.0,384.0,3.0,55.51
cardboard44.jpg,cardboard,../data/raw\cardboard\cardboard44.jpg,21.58,False,JPEG,RGB,512.0,384.0,3.0,45.5
cardboard45.jpg,cardboard,../data/raw\cardboard\cardboard45.jpg,24.0,False,JPEG,RGB,512.0,384.0,3.0,32.14
cardboard46.jpg,cardboard,../data/raw\cardboard\cardboard46.jpg,16.04,False,JPEG,RGB,512.0,384.0,3.0,58.03
cardboard47.jpg,cardboard,../data/raw\cardboard\cardboard47.jpg,19.7,False,JPEG,RGB,512.0,384.0,3.0,45.66
cardboard48.jpg,cardboard,../data/raw\cardboard\cardboard48.jpg,23.74,False,JPEG,RGB,512.0,384.0,3.0,35.4
cardboard49.jpg,cardboard,../data/raw\cardboard\cardboard49.jpg,15.7,False,JPEG,RGB,512.0,384.0,3.0,36.2
cardboard4g.png,cardboard,../data/raw\cardboard\cardboard4g.png,131.67,False,PNG,RGBA,512.0,384.0,4.0,47.25
cardboard5.jpg,cardboard,../data/raw\cardboard\cardboard5.jpg,18.49,False,JPEG,RGB,512.0,384.0,3.0,34.91
cardboard50.jpg,cardboard,../data/raw\cardboard\cardboard50.jpg,21.29,False,JPEG,RGB,512.0,384.0,3.0,54.81
cardboard50rg.png,cardboard,../data/raw\cardboard\cardboard50rg.png,150.72,False,PNG,RGBA,512.0,384.0,4.0,55.11
cardboard51.jpg,cardboard,../data/raw\cardboard\cardboard51.jpg,21.17,False,JPEG,RGB,512.0,384.0,3.0,37.03
cardboard53.jpg,cardboard,../data/raw\cardboard\cardboard53.jpg,16.95,False,JPEG,RGB,512.0,384.0,3.0,44.34
cardboard54.jpg,cardboard,../data/raw\cardboard\cardboard54.jpg,13.78,False,JPEG,RGB,512.0,384.0,3.0,36.51
cardboard55.jpg,cardboard,../data/raw\cardboard\cardboard55.jpg,18.98,False,JPEG,RGB,512.0,384.0,3.0,42.07
cardboard56.jpg,cardboard,../data/raw\cardboard\cardboard56.jpg,19.37,False,JPEG,RGB,512.0,384.0,3.0,51.44
cardboard57.jpg,cardboard,../data/raw\cardboard\cardboard57.jpg,23.73,False,JPEG,RGB,512.0,384.0,3.0,38.99
cardboard58.jpg,cardboard,../data/raw\cardboard\cardboard58.jpg,20.03,False,JPEG,RGB,512.0,384.0,3.0,40.31
cardboard59.jpg,cardboard,../data/raw\cardboard\cardboard59.jpg,28.09,False,JPEG,RGB,512.0,384.0,3.0,26.55
cardboard6.jpg,cardboard,../data/raw\cardboard\cardboard6.jpg,14.48,False,JPEG,RGB,512.0,384.0,3.0,27.73
cardboard60.jpg,cardboard,../data/raw\cardboard\cardboard60.jpg,19.03,False,JPEG,RGB,512.0,384.0,3.0,46.46
cardboard61.jpg,cardboard,../data/raw\cardboard\cardboard61.jpg,19.18,False,JPEG,RGB,512.0,384.0,3.0,48.15
cardboard62.jpg,cardboard,../data/raw\cardboard\cardboard62.jpg,16.1,False,JPEG,RGB,512.0,384.0,3.0,43.98
cardboard63.jpg,cardboard,../data/raw\cardboard\cardboard63.jpg,11.84,False,JPEG,RGB,512.0,384.0,3.0,35.13
cardboard64.jpg,cardboard,../data/raw\cardboard\cardboard64.jpg,16.65,False,JPEG,RGB,512.0,384.0,3.0,42.44
cardboard65.jpg,cardboard,../data/raw\cardboard\cardboard65.jpg,20.17,False,JPEG,RGB,512.0,384.0,3.0,66.21
cardboard66.jpg,cardboard,../data/raw\cardboard\cardboard66.jpg,25.54,False,JPEG,RGB,512.0,384.0,3.0,40.25
cardboard67.jpg,cardboard,../data/raw\cardboard\cardboard67.jpg,11.91,False,JPEG,RGB,512.0,384.0,3.0,45.03
cardboard68.jpg,cardboard,../data/raw\cardboard\cardboard68.jpg,19.7,False,JPEG,RGB,512.0,384.0,3.0,29.85
cardboard69.jpg,cardboard,../data/raw\cardboard\cardboard69.jpg,22.35,False,JPEG,RGB,512.0,384.0,3.0,37.98
cardboard7.jpg,cardboard,../data/raw\cardboard\cardboard7.jpg,19.69,False,JPEG,RGB,512.0,384.0,3.0,43.28
cardboard70.jpg,cardboard,../data/raw\cardboard\cardboard70.jpg,1.73,False,JPEG,RGB,40.0,40.0,3.0,59.89
cardboard71.jpg,cardboard,../data/raw\cardboard\cardboard71.jpg,21.89,False,JPEG,RGB,512.0,384.0,3.0,36.07
cardboard72.jpg,cardboard,../data/raw\cardboard\cardboard72.jpg,21.62,False,JPEG,RGB,512.0,384.0,3.0,35.02
cardboard73.jpg,cardboard,../data/raw\cardboard\cardboard73.jpg,21.03,False,JPEG,RGB,512.0,384.0,3.0,37.45
cardboard74.jpg,cardboard,../data/raw\cardboard\cardboard74.jpg,20.42,False,JPEG,RGB,512.0,384.0,3.0,39.8
cardboard75.jpg,cardboard,../data/raw\cardboard\cardboard75.jpg,12.09,False,JPEG,RGB,512.0,384.0,3.0,39.94
cardboard76.jpg,cardboard,../data/raw\cardboard\cardboard76.jpg,18.28,False,JPEG,RGB,512.0,384.0,3.0,44.26
cardboard77.jpg,cardboard,../data/raw\cardboard\cardboard77.jpg,14.62,False,JPEG,RGB,512.0,384.0,3.0,22.99
cardboard78.jpg,cardboard,../data/raw\cardboard\cardboard78.jpg,16.95,False,JPEG,RGB,512.0,384.0,3.0,33.3
cardboard79.jpg,cardboard,../data/raw\cardboard\cardboard79.jpg,24.59,False,JPEG,RGB,512.0,384.0,3.0,36.24
cardboard8.jpg,cardboard,../data/raw\cardboard\cardboard8.jpg,14.87,False,JPEG,RGB,512.0,384.0,3.0,71.44
cardboard80.jpg,cardboard,../data/raw\cardboard\cardboard80.jpg,15.64,False,JPEG,RGB,512.0,384.0,3.0,25.0
cardboard81.jpg,cardboard,../data/raw\cardboard\cardboard81.jpg,25.11,False,JPEG,RGB,512.0,384.0,3.0,49.6
cardboard82.jpg,cardboard,../data/raw\cardboard\cardboard82.jpg,21.09,False,JPEG,RGB,512.0,384.0,3.0,40.65
cardboard83.jpg,cardboard,../data/raw\cardboard\cardboard83.jpg,20.4,True,,,,,,
cardboard84.jpg,cardboard,../data/raw\cardboard\cardboard84.jpg,29.48,False,JPEG,RGB,512.0,384.0,3.0,41.48
cardboard85.jpg,cardboard,../data/raw\cardboard\cardboard85.jpg,14.56,False,JPEG,RGB,512.0,384.0,3.0,59.06
cardboard85g.png,cardboard,../data/raw\cardboard\cardboard85g.png,123.0,False,PNG,RGBA,512.0,384.0,4.0,59.52
cardboard86.jpg,cardboard,../data/raw\cardboard\cardboard86.jpg,9.87,False,JPEG,RGB,512.0,384.0,3.0,16.89
cardboard86d.jpg,cardboard,../data/raw\cardboard\cardboard86d.jpg,14.13,False,JPEG,RGB,512.0,384.0,3.0,53.94
cardboard87.jpg,cardboard,../data/raw\cardboard\cardboard87.jpg,20.15,False,JPEG,RGB,512.0,384.0,3.0,39.43
cardboard88.jpg,cardboard,../data/raw\cardboard\cardboard88.jpg,30.07,False,JPEG,RGB,512.0,384.0,3.0,36.91
cardboard89.jpg,cardboard,../data/raw\cardboard\cardboard89.jpg,22.29,False,JPEG,RGB,512.0,384.0,3.0,53.29
cardboard9.jpg,cardboard,../data/raw\cardboard\cardboard9.jpg,18.83,False,JPEG,RGB,512.0,384.0,3.0,20.68
cardboard90.jpg,cardboard,../data/raw\cardboard\cardboard90.jpg,23.25,False,JPEG,RGB,512.0,384.0,3.0,30.81
cardboard91.jpg,cardboard,../data/raw\cardboard\cardboard91.jpg,16.25,False,JPEG,RGB,512.0,384.0,3.0,46.14
cardboard92.jpg,cardboard,../data/raw\cardboard\cardboard92.jpg,26.1,False,JPEG,RGB,512.0,384.0,3.0,31.46
cardboard93.jpg,cardboard,../data/raw\cardboard\cardboard93.jpg,19.11,False,JPEG,RGB,512.0,384.0,3.0,42.85
cardboard94.jpg,cardboard,../data/raw\cardboard\cardboard94.jpg,14.88,False,JPEG,RGB,512.0,384.0,3.0,61.46
cardboard95.jpg,cardboard,../data/raw\cardboard\cardboard95.jpg,29.99,False,JPEG,RGB,512.0,384.0,3.0,74.64
cardboard96.jpg,cardboard,../data/raw\cardboard\cardboard96.jpg,18.92,False,JPEG,RGB,512.0,384.0,3.0,45.46
cardboard97.jpg,cardboard,../data/raw\cardboard\cardboard97.jpg,23.91,False,JPEG,RGB,512.0,384.0,3.0,33.59
cardboard98.jpg,cardboard,../data/raw\cardboard\cardboard98.jpg,21.03,False,JPEG,RGB,512.0,384.0,3.0,53.21
cardboard99.jpg,cardboard,../data/raw\cardboard\cardboard99.jpg,9.82,False,JPEG,RGB,512.0,384.0,3.0,47.38
image-blanche-512x384.jpg,cardboard,../data/raw\cardboard\image-blanche-512x384.jpg,4.02,False,JPEG,RGB,512.0,384.0,3.0,1.13
image-violet-512x384.gif,cardboard,../data/raw\cardboard\image-violet-512x384.gif,35.04,False,GIF,P,512.0,384.0,1.0,13.06
glass1.jpg,glass,../data/raw\glass\glass1.jpg,8.1,False,JPEG,RGB,512.0,384.0,3.0,51.49
glass10.jpg,glass,../data/raw\glass\glass10.jpg,8.52,False,JPEG,RGB,512.0,384.0,3.0,44.43
glass100.jpg,glass,../data/raw\glass\glass100.jpg,1.55,False,JPEG,RGB,40.0,40.0,3.0,65.11
glass101.jpg,glass,../data/raw\glass\glass101.jpg,14.72,False,JPEG,RGB,512.0,384.0,3.0,45.26
glass102.jpg,glass,../data/raw\glass\glass102.jpg,11.98,False,JPEG,RGB,512.0,384.0,3.0,37.02
glass103.jpg,glass,../data/raw\glass\glass103.jpg,11.1,False,JPEG,RGB,512.0,384.0,3.0,36.77
glass104.jpg,glass,../data/raw\glass\glass104.jpg,13.59,False,JPEG,RGB,512.0,384.0,3.0,31.78
glass105.jpg,glass,../data/raw\glass\glass105.jpg,10.71,False,JPEG,RGB,512.0,384.0,3.0,50.34
glass106.jpg,glass,../data/raw\glass\glass106.jpg,11.38,False,JPEG,RGB,512.0,384.0,3.0,30.51
glass107.jpg,glass,../data/raw\glass\glass107.jpg,15.39,False,JPEG,RGB,512.0,384.0,3.0,73.35
glass108.jpg,glass,../data/raw\glass\glass108.jpg,13.62,False,JPEG,RGB,512.0,384.0,3.0,43.45
glass109.jpg,glass,../data/raw\glass\glass109.jpg,18.54,False,JPEG,RGB,512.0,384.0,3.0,52.27
glass109g.png,glass,../data/raw\glass\glass109g.png,136.97,False,PNG,RGBA,512.0,384.0,4.0,53.62
glass11.jpg,glass,../data/raw\glass\glass11.jpg,11.18,False,JPEG,RGB,512.0,384.0,3.0,51.68
glass110.jpg,glass,../data/raw\glass\glass110.jpg,19.81,False,JPEG,RGB,512.0,384.0,3.0,45.38
glass111.jpg,glass,../data/raw\glass\glass111.jpg,17.59,False,JPEG,RGB,512.0,384.0,3.0,42.01
glass112.jpg,glass,../data/raw\glass\glass112.jpg,12.15,False,JPEG,RGB,512.0,384.0,3.0,44.33
glass113.jpg,glass,../data/raw\glass\glass113.jpg,9.37,False,JPEG,RGB,512.0,384.0,3.0,68.42
glass114.jpg,glass,../data/raw\glass\glass114.jpg,11.73,False,JPEG,RGB,512.0,384.0,3.0,57.02
glass115.jpg,glass,../data/raw\glass\glass115.jpg,8.47,False,JPEG,RGB,512.0,384.0,3.0,33.94
glass116.jpg,glass,../data/raw\glass\glass116.jpg,17.45,False,JPEG,RGB,512.0,384.0,3.0,32.98
glass117.jpg,glass,../data/raw\glass\glass117.jpg,22.67,False,JPEG,RGB,512.0,384.0,3.0,62.31
glass117g.png,glass,../data/raw\glass\glass117g.png,136.78,False,PNG,RGBA,512.0,384.0,4.0,64.4
glass118.jpg,glass,../data/raw\glass\glass118.jpg,15.13,False,JPEG,RGB,512.0,384.0,3.0,79.85
glass119.jpg,glass,../data/raw\glass\glass119.jpg,12.01,False,JPEG,RGB,512.0,384.0,3.0,73.95
glass11g.png,glass,../data/raw\glass\glass11g.png,75.96,False,PNG,RGBA,512.0,384.0,4.0,50.69
glass12.jpg,glass,../data/raw\glass\glass12.jpg,7.31,False,JPEG,RGB,512.0,384.0,3.0,12.59
glass120.jpg,glass,../data/raw\glass\glass120.jpg,8.95,False,JPEG,RGB,512.0,384.0,3.0,63.02
glass121.jpg,glass,../data/raw\glass\glass121.jpg,15.53,False,JPEG,RGB,512.0,384.0,3.0,64.22
glass122.jpg,glass,../data/raw\glass\glass122.jpg,23.6,False,JPEG,RGB,512.0,384.0,3.0,69.71
glass123.jpg,glass,../data/raw\glass\glass123.jpg,17.05,False,JPEG,RGB,512.0,384.0,3.0,37.43
glass124.jpg,glass,../data/raw\glass\glass124.jpg,12.8,False,JPEG,RGB,512.0,384.0,3.0,31.6
glass125.jpg,glass,../data/raw\glass\glass125.jpg,14.31,False,JPEG,RGB,512.0,384.0,3.0,59.47
glass126.jpg,glass,../data/raw\glass\glass126.jpg,11.56,False,JPEG,RGB,512.0,384.0,3.0,38.33
glass127.jpg,glass,../data/raw\glass\glass127.jpg,8.28,False,JPEG,RGB,512.0,384.0,3.0,39.0
glass128.jpg,glass,../data/raw\glass\glass128.jpg,15.73,False,JPEG,RGB,512.0,384.0,3.0,47.76
glass129.jpg,glass,../data/raw\glass\glass129.jpg,13.53,False,JPEG,RGB,512.0,384.0,3.0,76.88
glass12er.jpg,glass,../data/raw\glass\glass12er.jpg,38.85,False,JPEG,RGB,512.0,384.0,3.0,53.19
glass13.jpg,glass,../data/raw\glass\glass13.jpg,7.48,False,JPEG,RGB,512.0,384.0,3.0,11.31
glass130.jpg,glass,../data/raw\glass\glass130.jpg,10.99,False,JPEG,RGB,512.0,384.0,3.0,63.06
glass131.jpg,glass,../data/raw\glass\glass131.jpg,12.45,False,JPEG,RGB,512.0,384.0,3.0,43.63
glass132.jpg,glass,../data/raw\glass\glass132.jpg,8.96,False,JPEG,RGB,512.0,384.0,3.0,51.81
glass133.jpg,glass,../data/raw\glass\glass133.jpg,11.07,False,JPEG,RGB,512.0,384.0,3.0,63.25
glass134.jpg,glass,../data/raw\glass\glass134.jpg,14.02,False,JPEG,RGB,512.0,384.0,3.0,51.51
