nom,classe,chemin,taille_ko,corrompue,format,mode,largeur,hauteur,canaux,ecart_type,est_vide,raison_vide,resolution,trop_petite
cardboard144.jpg,cardboard,../data/raw\cardboard\cardboard144.jpg,13.28,False,JPEG,RGB,512.0,384.0,3.0,50.53,False,OK,512.0x384.0,False
cardboard145.jpg,cardboard,../data/raw\cardboard\cardboard145.jpg,12.02,False,JPEG,RGB,512.0,384.0,3.0,47.19,False,OK,512.0x384.0,False
cardboard146.jpg,cardboard,../data/raw\cardboard\cardboard146.jpg,15.85,False,JPEG,RGB,512.0,384.0,3.0,56.67,False,OK,512.0x384.0,False
cardboard147.jpg,cardboard,../data/raw\cardboard\cardboard147.jpg,15.88,False,JPEG,RGB,512.0,384.0,3.0,57.39,False,OK,512.0x384.0,False
cardboard148.jpg,cardboard,../data/raw\cardboard\cardboard148.jpg,19.65,False,JPEG,RGB,512.0,384.0,3.0,54.53,False,OK,512.0x384.0,False
cardboard149.jpg,cardboard,../data/raw\cardboard\cardboard149.jpg,13.98,False,JPEG,RGB,512.0,384.0,3.0,78.1,False,OK,512.0x384.0,False
cardboard15.jpg,cardboard,../data/raw\cardboard\cardboard15.jpg,11.69,False,JPEG,RGB,512.0,384.0,3.0,46.62,False,OK,512.0x384.0,False
cardboard150.jpg,cardboard,../data/raw\cardboard\cardboard150.jpg,10.84,False,JPEG,RGB,512.0,384.0,3.0,34.68,False,OK,512.0x384.0,False
cardboard151.jpg,cardboard,../data/raw\cardboard\cardboard151.jpg,9.79,False,JPEG,RGB,512.0,384.0,3.0,32.68,False,OK,512.0x384.0,False
cardboard152.jpg,cardboard,../data/raw\cardboard\cardboard152.jpg,9.17,False,JPEG,RGB,512.0,384.0,3.0,39.06,False,OK,512.0x384.0,False
cardboard153.jpg,cardboard,../data/raw\cardboard\cardboard153.jpg,17.08,False,JPEG,RGB,512.0,384.0,3.0,45.72,False,OK,512.0x384.0,False
cardboard154.jpg,cardboard,../data/raw\cardboard\cardboard154.jpg,14.51,False,JPEG,RGB,512.0,384.0,3.0,46.18,False,OK,512.0x384.0,False
cardboard155.jpg,cardboard,../data/raw\cardboard\cardboard155.jpg,16.37,False,JPEG,RGB,512.0,384.0,3.0,41.6,False,OK,512.0x384.0,False
cardboard156.jpg,cardboard,../data/raw\cardboard\cardboard156.jpg,14.34,False,JPEG,RGB,512.0,384.0,3.0,61.64,False,OK,512.0x384.0,False
cardboard157.jpg,cardboard,../data/raw\cardboard\cardboard157.jpg,17.73,False,JPEG,RGB,512.0,384.0,3.0,44.56,False,OK,512.0x384.0,False
cardboard158.jpg,cardboard,../data/raw\cardboard\cardboard158.jpg,18.49,False,JPEG,RGB,512.0,384.0,3.0,66.25,False,OK,512.0x384.0,False
cardboard159.jpg,cardboard,../data/raw\cardboard\cardboard159.jpg,15.94,False,JPEG,RGB,512.0,384.0,3.0,54.98,False,OK,512.0x384.0,False
cardboard16.jpg,cardboard,../data/raw\cardboard\cardboard16.jpg,12.45,False,JPEG,RGB,512.0,384.0,3.0,59.83,False,OK,512.0x384.0,False
cardboard160.jpg,cardboard,../data/raw\cardboard\cardboard160.jpg,15.8,False,JPEG,RGB,512.0,384.0,3.0,56.72,False,OK,512.0x384.0,False
cardboard161.jpg,cardboard,../data/raw\cardboard\cardboard161.jpg,24.14,False,JPEG,RGB,512.0,384.0,3.0,41.72,False,OK,512.0x384.0,False
cardboard17.jpg,cardboard,../data/raw\cardboard\cardboard17.jpg,27.69,False,JPEG,RGB,512.0,384.0,3.0,29.37,False,OK,512.0x384.0,False
cardboard18.jpg,cardboard,../data/raw\cardboard\cardboard18.jpg,21.97,False,JPEG,RGB,512.0,384.0,3.0,43.4,False,OK,512.0x384.0,False
cardboard19.jpg,cardboard,../data/raw\cardboard\cardboard19.jpg,19.35,False,JPEG,RGB,512.0,384.0,3.0,45.29,False,OK,512.0x384.0,False
cardboard2.jpg,cardboard,../data/raw\cardboard\cardboard2.jpg,17.69,False,JPEG,RGB,512.0,384.0,3.0,36.3,False,OK,512.0x384.0,False
cardboard20.jpg,cardboard,../data/raw\cardboard\cardboard20.jpg,22.79,False,JPEG,RGB,512.0,384.0,3.0,29.78,False,OK,512.0x384.0,False
cardboard21.jpg,cardboard,../data/raw\cardboard\cardboard21.jpg,15.15,False,JPEG,RGB,512.0,384.0,3.0,36.51,False,OK,512.0x384.0,False
cardboard23.jpg,cardboard,../data/raw\cardboard\cardboard23.jpg,18.99,False,JPEG,RGB,512.0,384.0,3.0,48.22,False,OK,512.0x384.0,False
cardboard24.jpg,cardboard,../data/raw\cardboard\cardboard24.jpg,18.6,False,JPEG,RGB,512.0,384.0,3.0,41.56,False,OK,512.0x384.0,False
cardboard25.jpg,cardboard,../data/raw\cardboard\cardboard25.jpg,25.21,False,JPEG,RGB,512.0,384.0,3.0,27.25,False,OK,512.0x384.0,False
cardboard25g.png,cardboard,../data/raw\cardboard\cardboard25g.png,196.92,False,PNG,RGBA,512.0,384.0,4.0,29.42,False,OK,512.0x384.0,False
cardboard26.jpg,cardboard,../data/raw\cardboard\cardboard26.jpg,13.76,False,JPEG,RGB,512.0,384.0,3.0,66.45,False,OK,512.0x384.0,False
cardboard27.jpg,cardboard,../data/raw\cardboard\cardboard27.jpg,24.27,False,JPEG,RGB,512.0,384.0,3.0,43.92,False,OK,512.0x384.0,False
cardboard28.jpg,cardboard,../data/raw\cardboard\cardboard28.jpg,14.37,False,JPEG,RGB,512.0,384.0,3.0,55.54,False,OK,512.0x384.0,False
cardboard29.jpg,cardboard,../data/raw\cardboard\cardboard29.jpg,21.34,False,JPEG,RGB,512.0,384.0,3.0,45.32,False,OK,512.0x384.0,False
cardboard3.jpg,cardboard,../data/raw\cardboard\cardboard3.jpg,20.75,False,JPEG,RGB,512.0,384.0,3.0,41.29,False,OK,512.0x384.0,False
cardboard30.jpg,cardboard,../data/raw\cardboard\cardboard30.jpg,19.75,False,JPEG,RGB,512.0,384.0,3.0,29.25,False,OK,512.0x384.0,False
cardboard31.jpg,cardboard,../data/raw\cardboard\cardboard31.jpg,21.58,False,JPEG,RGB,512.0,384.0,3.0,43.46,False,OK,512.0x384.0,False
cardboard32.jpg,cardboard,../data/raw\cardboard\cardboard32.jpg,21.35,False,JPEG,RGB,512.0,384.0,3.0,40.45,False,OK,512.0x384.0,False
cardboard33.jpg,cardboard,../data/raw\cardboard\cardboard33.jpg,11.97,False,JPEG,RGB,512.0,384.0,3.0,33.9,False,OK,512.0x384.0,False
cardboard34.jpg,cardboard,../data/raw\cardboard\cardboard34.jpg,23.12,False,JPEG,RGB,512.0,384.0,3.0,23.99,False,OK,512.0x384.0,False
cardboard35.jpg,cardboard,../data/raw\cardboard\cardboard35.jpg,19.25,False,JPEG,RGB,512.0,384.0,3.0,43.68,False,OK,512.0x384.0,False
cardboard35tg.png,cardboard,../data/raw\cardboard\cardboard35tg.png,180.2,False,PNG,RGBA,512.0,384.0,4.0,77.59,False,OK,512.0x384.0,False
cardboard36.jpg,cardboard,../data/raw\cardboard\cardboard36.jpg,18.87,False,JPEG,RGB,512.0,384.0,3.0,41.16,False,OK,512.0x384.0,False
cardboard37.jpg,cardboard,../data/raw\cardboard\cardboard37.jpg,21.02,False,JPEG,RGB,512.0,384.0,3.0,52.96,False,OK,512.0x384.0,False
cardboard38.jpg,cardboard,../data/raw\cardboard\cardboard38.jpg,21.59,False,JPEG,RGB,512.0,384.0,3.0,40.32,False,OK,512.0x384.0,False
cardboard39.jpg,cardboard,../data/raw\cardboard\cardboard39.jpg,22.04,False,JPEG,RGB,512.0,384.0,3.0,41.22,False,OK,512.0x384.0,False
cardboard4.jpg,cardboard,../data/raw\cardboard\cardboard4.jpg,17.97,False,JPEG,RGB,512.0,384.0,3.0,47.09,False,OK,512.0x384.0,False
cardboard40.jpg,cardboard,../data/raw\cardboard\cardboard40.jpg,22.04,False,JPEG,RGB,512.0,384.0,3.0,40.49,False,OK,512.0x384.0,False
cardboard41.jpg,cardboard,../data/raw\cardboard\cardboard41.jpg,11.15,False,JPEG,RGB,512.0,384.0,3.0,84.36,False,OK,512.0x384.0,False
cardboard42.jpg,cardboard,../data/raw\cardboard\cardboard42.jpg,13.33,False,JPEG,RGB,512.0,384.0,3.0,51.5,False,OK,512.0x384.0,False
cardboard43.jpg,cardboard,../data/raw\cardboard\cardboard43.jpg,12.42,False,JPEG,RGB,512.0,384.0,3.0,55.51,False,OK,512.0x384.0,False
cardboard44.jpg,cardboard,../data/raw\cardboard\cardboard44.jpg,21.58,False,JPEG,RGB,512.0,384.0,3.0,45.5,False,OK,512.0x384.0,False
cardboard45.jpg,cardboard,../data/raw\cardboard\cardboard45.jpg,24.0,False,JPEG,RGB,512.0,384.0,3.0,32.14,False,OK,512.0x384.0,False
cardboard46.jpg,cardboard,../data/raw\cardboard\cardboard46.jpg,16.04,False,JPEG,RGB,512.0,384.0,3.0,58.03,False,OK,512.0x384.0,False
cardboard47.jpg,cardboard,../data/raw\cardboard\cardboard47.jpg,19.7,False,JPEG,RGB,512.0,384.0,3.0,45.66,False,OK,512.0x384.0,False
cardboard48.jpg,cardboard,../data/raw\cardboard\cardboard48.jpg,23.74,False,JPEG,RGB,512.0,384.0,3.0,35.4,False,OK,512.0x384.0,False
cardboard49.jpg,cardboard,../data/raw\cardboard\cardboard49.jpg,15.7,False,JPEG,RGB,512.0,384.0,3.0,36.2,False,OK,512.0x384.0,False
cardboard4g.png,cardboard,../data/raw\cardboard\cardboard4g.png,131.67,False,PNG,RGBA,512.0,384.0,4.0,47.25,False,OK,512.0x384.0,False
cardboard5.jpg,cardboard,../data/raw\cardboard\cardboard5.jpg,18.49,False,JPEG,RGB,512.0,384.0,3.0,34.91,False,OK,512.0x384.0,False
cardboard50.jpg,cardboard,../data/raw\cardboard\cardboard50.jpg,21.29,False,JPEG,RGB,512.0,384.0,3.0,54.81,False,OK,512.0x384.0,False
cardboard50rg.png,cardboard,../data/raw\cardboard\cardboard50rg.png,150.72,False,PNG,RGBA,512.0,384.0,4.0,55.11,False,OK,512.0x384.0,False
cardboard51.jpg,cardboard,../data/raw\cardboard\cardboard51.jpg,21.17,False,JPEG,RGB,512.0,384.0,3.0,37.03,False,OK,512.0x384.0,False
cardboard53.jpg,cardboard,../data/raw\cardboard\cardboard53.jpg,16.95,False,JPEG,RGB,512.0,384.0,3.0,44.34,False,OK,512.0x384.0,False
cardboard54.jpg,cardboard,../data/raw\cardboard\cardboard54.jpg,13.78,False,JPEG,RGB,512.0,384.0,3.0,36.51,False,OK,512.0x384.0,False
cardboard55.jpg,cardboard,../data/raw\cardboard\cardboard55.jpg,18.98,False,JPEG,RGB,512.0,384.0,3.0,42.07,False,OK,512.0x384.0,False
cardboard56.jpg,cardboard,../data/raw\cardboard\cardboard56.jpg,19.37,False,JPEG,RGB,512.0,384.0,3.0,51.44,False,OK,512.0x384.0,False
cardboard57.jpg,cardboard,../data/raw\cardboard\cardboard57.jpg,23.73,False,JPEG,RGB,512.0,384.0,3.0,38.99,False,OK,512.0x384.0,False
cardboard58.jpg,cardboard,../data/raw\cardboard\cardboard58.jpg,20.03,False,JPEG,RGB,512.0,384.0,3.0,40.31,False,OK,512.0x384.0,False
cardboard59.jpg,cardboard,../data/raw\cardboard\cardboard59.jpg,28.09,False,JPEG,RGB,512.0,384.0,3.0,26.55,False,OK,512.0x384.0,False
cardboard6.jpg,cardboard,../data/raw\cardboard\cardboard6.jpg,14.48,False,JPEG,RGB,512.0,384.0,3.0,27.73,False,OK,512.0x384.0,False
cardboard60.jpg,cardboard,../data/raw\cardboard\cardboard60.jpg,19.03,False,JPEG,RGB,512.0,384.0,3.0,46.46,False,OK,512.0x384.0,False
cardboard61.jpg,cardboard,../data/raw\cardboard\cardboard61.jpg,19.18,False,JPEG,RGB,512.0,384.0,3.0,48.15,False,OK,512.0x384.0,False
cardboard62.jpg,cardboard,../data/raw\cardboard\cardboard62.jpg,16.1,False,JPEG,RGB,512.0,384.0,3.0,43.98,False,OK,512.0x384.0,False
cardboard63.jpg,cardboard,../data/raw\cardboard\cardboard63.jpg,11.84,False,JPEG,RGB,512.0,384.0,3.0,35.13,False,OK,512.0x384.0,False
cardboard64.jpg,cardboard,../data/raw\cardboard\cardboard64.jpg,16.65,False,JPEG,RGB,512.0,384.0,3.0,42.44,False,OK,512.0x384.0,False
cardboard65.jpg,cardboard,../data/raw\cardboard\cardboard65.jpg,20.17,False,JPEG,RGB,512.0,384.0,3.0,66.21,False,OK,512.0x384.0,False
cardboard66.jpg,cardboard,../data/raw\cardboard\cardboard66.jpg,25.54,False,JPEG,RGB,512.0,384.0,3.0,40.25,False,OK,512.0x384.0,False
cardboard67.jpg,cardboard,../data/raw\cardboard\cardboard67.jpg,11.91,False,JPEG,RGB,512.0,384.0,3.0,45.03,False,OK,512.0x384.0,False
cardboard68.jpg,cardboard,../data/raw\cardboard\cardboard68.jpg,19.7,False,JPEG,RGB,512.0,384.0,3.0,29.85,False,OK,512.0x384.0,False
cardboard69.jpg,cardboard,../data/raw\cardboard\cardboard69.jpg,22.35,False,JPEG,RGB,512.0,384.0,3.0,37.98,False,OK,512.0x384.0,False
cardboard7.jpg,cardboard,../data/raw\cardboard\cardboard7.jpg,19.69,False,JPEG,RGB,512.0,384.0,3.0,43.28,False,OK,512.0x384.0,False
cardboard71.jpg,cardboard,../data/raw\cardboard\cardboard71.jpg,21.89,False,JPEG,RGB,512.0,384.0,3.0,36.07,False,OK,512.0x384.0,False
cardboard72.jpg,cardboard,../data/raw\cardboard\cardboard72.jpg,21.62,False,JPEG,RGB,512.0,384.0,3.0,35.02,False,OK,512.0x384.0,False
cardboard73.jpg,cardboard,../data/raw\cardboard\cardboard73.jpg,21.03,False,JPEG,RGB,512.0,384.0,3.0,37.45,False,OK,512.0x384.0,False
cardboard74.jpg,cardboard,../data/raw\cardboard\cardboard74.jpg,20.42,False,JPEG,RGB,512.0,384.0,3.0,39.8,False,OK,512.0x384.0,False
cardboard75.jpg,cardboard,../data/raw\cardboard\cardboard75.jpg,12.09,False,JPEG,RGB,512.0,384.0,3.0,39.94,False,OK,512.0x384.0,False
cardboard76.jpg,cardboard,../data/raw\cardboard\cardboard76.jpg,18.28,False,JPEG,RGB,512.0,384.0,3.0,44.26,False,OK,512.0x384.0,False
cardboard77.jpg,cardboard,../data/raw\cardboard\cardboard77.jpg,14.62,False,JPEG,RGB,512.0,384.0,3.0,22.99,False,OK,512.0x384.0,False
cardboard78.jpg,cardboard,../data/raw\cardboard\cardboard78.jpg,16.95,False,JPEG,RGB,512.0,384.0,3.0,33.3,False,OK,512.0x384.0,False
cardboard79.jpg,cardboard,../data/raw\cardboard\cardboard79.jpg,24.59,False,JPEG,RGB,512.0,384.0,3.0,36.24,False,OK,512.0x384.0,False
cardboard8.jpg,cardboard,../data/raw\cardboard\cardboard8.jpg,14.87,False,JPEG,RGB,512.0,384.0,3.0,71.44,False,OK,512.0x384.0,False
cardboard80.jpg,cardboard,../data/raw\cardboard\cardboard80.jpg,15.64,False,JPEG,RGB,512.0,384.0,3.0,25.0,False,OK,512.0x384.0,False
cardboard81.jpg,cardboard,../data/raw\cardboard\cardboard81.jpg,25.11,False,JPEG,RGB,512.0,384.0,3.0,49.6,False,OK,512.0x384.0,False
cardboard82.jpg,cardboard,../data/raw\cardboard\cardboard82.jpg,21.09,False,JPEG,RGB,512.0,384.0,3.0,40.65,False,OK,512.0x384.0,False
cardboard84.jpg,cardboard,../data/raw\cardboard\cardboard84.jpg,29.48,False,JPEG,RGB,512.0,384.0,3.0,41.48,False,OK,512.0x384.0,False
cardboard85.jpg,cardboard,../data/raw\cardboard\cardboard85.jpg,14.56,False,JPEG,RGB,512.0,384.0,3.0,59.06,False,OK,512.0x384.0,False
cardboard85g.png,cardboard,../data/raw\cardboard\cardboard85g.png,123.0,False,PNG,RGBA,512.0,384.0,4.0,59.52,False,OK,512.0x384.0,False
cardboard86.jpg,cardboard,../data/raw\cardboard\cardboard86.jpg,9.87,False,JPEG,RGB,512.0,384.0,3.0,16.89,False,OK,512.0x384.0,False
cardboard86d.jpg,cardboard,../data/raw\cardboard\cardboard86d.jpg,14.13,False,JPEG,RGB,512.0,384.0,3.0,53.94,False,OK,512.0x384.0,False
cardboard87.jpg,cardboard,../data/raw\cardboard\cardboard87.jpg,20.15,False,JPEG,RGB,512.0,384.0,3.0,39.43,False,OK,512.0x384.0,False
cardboard88.jpg,cardboard,../data/raw\cardboard\cardboard88.jpg,30.07,False,JPEG,RGB,512.0,384.0,3.0,36.91,False,OK,512.0x384.0,False
cardboard89.jpg,cardboard,../data/raw\cardboard\cardboard89.jpg,22.29,False,JPEG,RGB,512.0,384.0,3.0,53.29,False,OK,512.0x384.0,False
cardboard9.jpg,cardboard,../data/raw\cardboard\cardboard9.jpg,18.83,False,JPEG,RGB,512.0,384.0,3.0,20.68,False,OK,512.0x384.0,False
cardboard90.jpg,cardboard,../data/raw\cardboard\cardboard90.jpg,23.25,False,JPEG,RGB,512.0,384.0,3.0,30.81,False,OK,512.0x384.0,False
cardboard91.jpg,cardboard,../data/raw\cardboard\cardboard91.jpg,16.25,False,JPEG,RGB,512.0,384.0,3.0,46.14,False,OK,512.0x384.0,False
cardboard92.jpg,cardboard,../data/raw\cardboard\cardboard92.jpg,26.1,False,JPEG,RGB,512.0,384.0,3.0,31.46,False,OK,512.0x384.0,False
cardboard93.jpg,cardboard,../data/raw\cardboard\cardboard93.jpg,19.11,False,JPEG,RGB,512.0,384.0,3.0,42.85,False,OK,512.0x384.0,False
cardboard94.jpg,cardboard,../data/raw\cardboard\cardboard94.jpg,14.88,False,JPEG,RGB,512.0,384.0,3.0,61.46,False,OK,512.0x384.0,False
cardboard95.jpg,cardboard,../data/raw\cardboard\cardboard95.jpg,29.99,False,JPEG,RGB,512.0,384.0,3.0,74.64,False,OK,512.0x384.0,False
cardboard96.jpg,cardboard,../data/raw\cardboard\cardboard96.jpg,18.92,False,JPEG,RGB,512.0,384.0,3.0,45.46,False,OK,512.0x384.0,False
cardboard97.jpg,cardboard,../data/raw\cardboard\cardboard97.jpg,23.91,False,JPEG,RGB,512.0,384.0,3.0,33.59,False,OK,512.0x384.0,False
cardboard98.jpg,cardboard,../data/raw\cardboard\cardboard98.jpg,21.03,False,JPEG,RGB,512.0,384.0,3.0,53.21,False,OK,512.0x384.0,False
cardboard99.jpg,cardboard,../data/raw\cardboard\cardboard99.jpg,9.82,False,JPEG,RGB,512.0,384.0,3.0,47.38,False,OK,512.0x384.0,False
image-violet-512x384.gif,cardboard,../data/raw\cardboard\image-violet-512x384.gif,35.04,False,GIF,P,512.0,384.0,1.0,13.06,False,OK,512.0x384.0,False
glass1.jpg,glass,../data/raw\glass\glass1.jpg,8.1,False,JPEG,RGB,512.0,384.0,3.0,51.49,False,OK,512.0x384.0,False
glass10.jpg,glass,../data/raw\glass\glass10.jpg,8.52,False,JPEG,RGB,512.0,384.0,3.0,44.43,False,OK,512.0x384.0,False
glass101.jpg,glass,../data/raw\glass\glass101.jpg,14.72,False,JPEG,RGB,512.0,384.0,3.0,45.26,False,OK,512.0x384.0,False
glass102.jpg,glass,../data/raw\glass\glass102.jpg,11.98,False,JPEG,RGB,512.0,384.0,3.0,37.02,False,OK,512.0x384.0,False
glass103.jpg,glass,../data/raw\glass\glass103.jpg,11.1,False,JPEG,RGB,512.0,384.0,3.0,36.77,False,OK,512.0x384.0,False
