nom,classe,chemin,taille_ko,corrompue,format,mode,largeur,hauteur,canaux,ecart_type,est_vide,raison_vide
cardboard142.jpg,cardboard,../data/raw\cardboard\cardboard142.jpg,11.04,False,JPEG,RGB,512.0,384.0,3.0,44.92,False,OK
cardboard143.jpg,cardboard,../data/raw\cardboard\cardboard143.jpg,15.66,False,JPEG,RGB,512.0,384.0,3.0,34.7,False,OK
cardboard144.jpg,cardboard,../data/raw\cardboard\cardboard144.jpg,13.28,False,JPEG,RGB,512.0,384.0,3.0,50.53,False,OK
cardboard145.jpg,cardboard,../data/raw\cardboard\cardboard145.jpg,12.02,False,JPEG,RGB,512.0,384.0,3.0,47.19,False,OK
cardboard146.jpg,cardboard,../data/raw\cardboard\cardboard146.jpg,15.85,False,JPEG,RGB,512.0,384.0,3.0,56.67,False,OK
cardboard147.jpg,cardboard,../data/raw\cardboard\cardboard147.jpg,15.88,False,JPEG,RGB,512.0,384.0,3.0,57.39,False,OK
cardboard148.jpg,cardboard,../data/raw\cardboard\cardboard148.jpg,19.65,False,JPEG,RGB,512.0,384.0,3.0,54.53,False,OK
cardboard149.jpg,cardboard,../data/raw\cardboard\cardboard149.jpg,13.98,False,JPEG,RGB,512.0,384.0,3.0,78.1,False,OK
cardboard15.jpg,cardboard,../data/raw\cardboard\cardboard15.jpg,11.69,False,JPEG,RGB,512.0,384.0,3.0,46.62,False,OK
cardboard150.jpg,cardboard,../data/raw\cardboard\cardboard150.jpg,10.84,False,JPEG,RGB,512.0,384.0,3.0,34.68,False,OK
cardboard151.jpg,cardboard,../data/raw\cardboard\cardboard151.jpg,9.79,False,JPEG,RGB,512.0,384.0,3.0,32.68,False,OK
cardboard152.jpg,cardboard,../data/raw\cardboard\cardboard152.jpg,9.17,False,JPEG,RGB,512.0,384.0,3.0,39.06,False,OK
cardboard153.jpg,cardboard,../data/raw\cardboard\cardboard153.jpg,17.08,False,JPEG,RGB,512.0,384.0,3.0,45.72,False,OK
cardboard154.jpg,cardboard,../data/raw\cardboard\cardboard154.jpg,14.51,False,JPEG,RGB,512.0,384.0,3.0,46.18,False,OK
cardboard155.jpg,cardboard,../data/raw\cardboard\cardboard155.jpg,16.37,False,JPEG,RGB,512.0,384.0,3.0,41.6,False,OK
cardboard156.jpg,cardboard,../data/raw\cardboard\cardboard156.jpg,14.34,False,JPEG,RGB,512.0,384.0,3.0,61.64,False,OK
cardboard157.jpg,cardboard,../data/raw\cardboard\cardboard157.jpg,17.73,False,JPEG,RGB,512.0,384.0,3.0,44.56,False,OK
cardboard158.jpg,cardboard,../data/raw\cardboard\cardboard158.jpg,18.49,False,JPEG,RGB,512.0,384.0,3.0,66.25,False,OK
cardboard159.jpg,cardboard,../data/raw\cardboard\cardboard159.jpg,15.94,False,JPEG,RGB,512.0,384.0,3.0,54.98,False,OK
cardboard16.jpg,cardboard,../data/raw\cardboard\cardboard16.jpg,12.45,False,JPEG,RGB,512.0,384.0,3.0,59.83,False,OK
cardboard160.jpg,cardboard,../data/raw\cardboard\cardboard160.jpg,15.8,False,JPEG,RGB,512.0,384.0,3.0,56.72,False,OK
cardboard161.jpg,cardboard,../data/raw\cardboard\cardboard161.jpg,24.14,False,JPEG,RGB,512.0,384.0,3.0,41.72,False,OK
cardboard17.jpg,cardboard,../data/raw\cardboard\cardboard17.jpg,27.69,False,JPEG,RGB,512.0,384.0,3.0,29.37,False,OK
cardboard18.jpg,cardboard,../data/raw\cardboard\cardboard18.jpg,21.97,False,JPEG,RGB,512.0,384.0,3.0,43.4,False,OK
cardboard19.jpg,cardboard,../data/raw\cardboard\cardboard19.jpg,19.35,False,JPEG,RGB,512.0,384.0,3.0,45.29,False,OK
cardboard2.jpg,cardboard,../data/raw\cardboard\cardboard2.jpg,17.69,False,JPEG,RGB,512.0,384.0,3.0,36.3,False,OK
cardboard20.jpg,cardboard,../data/raw\cardboard\cardboard20.jpg,22.79,False,JPEG,RGB,512.0,384.0,3.0,29.78,False,OK
cardboard21.jpg,cardboard,../data/raw\cardboard\cardboard21.jpg,15.15,False,JPEG,RGB,512.0,384.0,3.0,36.51,False,OK
cardboard22.jpg,cardboard,../data/raw\cardboard\cardboard22.jpg,1.22,False,JPEG,RGB,32.0,32.0,3.0,44.03,False,OK
cardboard23.jpg,cardboard,../data/raw\cardboard\cardboard23.jpg,18.99,False,JPEG,RGB,512.0,384.0,3.0,48.22,False,OK
cardboard24.jpg,cardboard,../data/raw\cardboard\cardboard24.jpg,18.6,False,JPEG,RGB,512.0,384.0,3.0,41.56,False,OK
cardboard25.jpg,cardboard,../data/raw\cardboard\cardboard25.jpg,25.21,False,JPEG,RGB,512.0,384.0,3.0,27.25,False,OK
cardboard25g.png,cardboard,../data/raw\cardboard\cardboard25g.png,196.92,False,PNG,RGBA,512.0,384.0,4.0,29.42,False,OK
cardboard26.jpg,cardboard,../data/raw\cardboard\cardboard26.jpg,13.76,False,JPEG,RGB,512.0,384.0,3.0,66.45,False,OK
cardboard27.jpg,cardboard,../data/raw\cardboard\cardboard27.jpg,24.27,False,JPEG,RGB,512.0,384.0,3.0,43.92,False,OK
cardboard28.jpg,cardboard,../data/raw\cardboard\cardboard28.jpg,14.37,False,JPEG,RGB,512.0,384.0,3.0,55.54,False,OK
cardboard29.jpg,cardboard,../data/raw\cardboard\cardboard29.jpg,21.34,False,JPEG,RGB,512.0,384.0,3.0,45.32,False,OK
cardboard3.jpg,cardboard,../data/raw\cardboard\cardboard3.jpg,20.75,False,JPEG,RGB,512.0,384.0,3.0,41.29,False,OK
cardboard30.jpg,cardboard,../data/raw\cardboard\cardboard30.jpg,19.75,False,JPEG,RGB,512.0,384.0,3.0,29.25,False,OK
cardboard31.jpg,cardboard,../data/raw\cardboard\cardboard31.jpg,21.58,False,JPEG,RGB,512.0,384.0,3.0,43.46,False,OK
cardboard32.jpg,cardboard,../data/raw\cardboard\cardboard32.jpg,21.35,False,JPEG,RGB,512.0,384.0,3.0,40.45,False,OK
cardboard33.jpg,cardboard,../data/raw\cardboard\cardboard33.jpg,11.97,False,JPEG,RGB,512.0,384.0,3.0,33.9,False,OK
cardboard34.jpg,cardboard,../data/raw\cardboard\cardboard34.jpg,23.12,False,JPEG,RGB,512.0,384.0,3.0,23.99,False,OK
cardboard35.jpg,cardboard,../data/raw\cardboard\cardboard35.jpg,19.25,False,JPEG,RGB,512.0,384.0,3.0,43.68,False,OK
cardboard35tg.png,cardboard,../data/raw\cardboard\cardboard35tg.png,180.2,False,PNG,RGBA,512.0,384.0,4.0,77.59,False,OK
cardboard36.jpg,cardboard,../data/raw\cardboard\cardboard36.jpg,18.87,False,JPEG,RGB,512.0,384.0,3.0,41.16,False,OK
cardboard37.jpg,cardboard,../data/raw\cardboard\cardboard37.jpg,21.02,False,JPEG,RGB,512.0,384.0,3.0,52.96,False,OK
cardboard38.jpg,cardboard,../data/raw\cardboard\cardboard38.jpg,21.59,False,JPEG,RGB,512.0,384.0,3.0,40.32,False,OK
cardboard39.jpg,cardboard,../data/raw\cardboard\cardboard39.jpg,22.04,False,JPEG,RGB,512.0,384.0,3.0,41.22,False,OK
cardboard4.jpg,cardboard,../data/raw\cardboard\cardboard4.jpg,17.97,False,JPEG,RGB,512.0,384.0,3.0,47.09,False,OK
cardboard40.jpg,cardboard,../data/raw\cardboard\cardboard40.jpg,22.04,False,JPEG,RGB,512.0,384.0,3.0,40.49,False,OK
cardboard41.jpg,cardboard,../data/raw\cardboard\cardboard41.jpg,11.15,False,JPEG,RGB,512.0,384.0,3.0,84.36,False,OK
cardboard42.jpg,cardboard,../data/raw\cardboard\cardboard42.jpg,13.33,False,JPEG,RGB,512.0,384.0,3.0,51.5,False,OK
cardboard43.jpg,cardboard,../data/raw\cardboard\cardboard43.jpg,12.42,False,JPEG,RGB,512.0,384.0,3.0,55.51,False,OK
cardboard44.jpg,cardboard,../data/raw\cardboard\cardboard44.jpg,21.58,False,JPEG,RGB,512.0,384.0,3.0,45.5,False,OK
cardboard45.jpg,cardboard,../data/raw\cardboard\cardboard45.jpg,24.0,False,JPEG,RGB,512.0,384.0,3.0,32.14,False,OK
cardboard46.jpg,cardboard,../data/raw\cardboard\cardboard46.jpg,16.04,False,JPEG,RGB,512.0,384.0,3.0,58.03,False,OK
cardboard47.jpg,cardboard,../data/raw\cardboard\cardboard47.jpg,19.7,False,JPEG,RGB,512.0,384.0,3.0,45.66,False,OK
cardboard48.jpg,cardboard,../data/raw\cardboard\cardboard48.jpg,23.74,False,JPEG,RGB,512.0,384.0,3.0,35.4,False,OK
cardboard49.jpg,cardboard,../data/raw\cardboard\cardboard49.jpg,15.7,False,JPEG,RGB,512.0,384.0,3.0,36.2,False,OK
cardboard4g.png,cardboard,../data/raw\cardboard\cardboard4g.png,131.67,False,PNG,RGBA,512.0,384.0,4.0,47.25,False,OK
cardboard5.jpg,cardboard,../data/raw\cardboard\cardboard5.jpg,18.49,False,JPEG,RGB,512.0,384.0,3.0,34.91,False,OK
cardboard50.jpg,cardboard,../data/raw\cardboard\cardboard50.jpg,21.29,False,JPEG,RGB,512.0,384.0,3.0,54.81,False,OK
cardboard50rg.png,cardboard,../data/raw\cardboard\cardboard50rg.png,150.72,False,PNG,RGBA,512.0,384.0,4.0,55.11,False,OK
cardboard51.jpg,cardboard,../data/raw\cardboard\cardboard51.jpg,21.17,False,JPEG,RGB,512.0,384.0,3.0,37.03,False,OK
cardboard53.jpg,cardboard,../data/raw\cardboard\cardboard53.jpg,16.95,False,JPEG,RGB,512.0,384.0,3.0,44.34,False,OK
cardboard54.jpg,cardboard,../data/raw\cardboard\cardboard54.jpg,13.78,False,JPEG,RGB,512.0,384.0,3.0,36.51,False,OK
cardboard55.jpg,cardboard,../data/raw\cardboard\cardboard55.jpg,18.98,False,JPEG,RGB,512.0,384.0,3.0,42.07,False,OK
cardboard56.jpg,cardboard,../data/raw\cardboard\cardboard56.jpg,19.37,False,JPEG,RGB,512.0,384.0,3.0,51.44,False,OK
cardboard57.jpg,cardboard,../data/raw\cardboard\cardboard57.jpg,23.73,False,JPEG,RGB,512.0,384.0,3.0,38.99,False,OK
cardboard58.jpg,cardboard,../data/raw\cardboard\cardboard58.jpg,20.03,False,JPEG,RGB,512.0,384.0,3.0,40.31,False,OK
cardboard59.jpg,cardboard,../data/raw\cardboard\cardboard59.jpg,28.09,False,JPEG,RGB,512.0,384.0,3.0,26.55,False,OK
cardboard6.jpg,cardboard,../data/raw\cardboard\cardboard6.jpg,14.48,False,JPEG,RGB,512.0,384.0,3.0,27.73,False,OK
cardboard60.jpg,cardboard,../data/raw\cardboard\cardboard60.jpg,19.03,False,JPEG,RGB,512.0,384.0,3.0,46.46,False,OK
cardboard61.jpg,cardboard,../data/raw\cardboard\cardboard61.jpg,19.18,False,JPEG,RGB,512.0,384.0,3.0,48.15,False,OK
cardboard62.jpg,cardboard,../data/raw\cardboard\cardboard62.jpg,16.1,False,JPEG,RGB,512.0,384.0,3.0,43.98,False,OK
cardboard63.jpg,cardboard,../data/raw\cardboard\cardboard63.jpg,11.84,False,JPEG,RGB,512.0,384.0,3.0,35.13,False,OK
cardboard64.jpg,cardboard,../data/raw\cardboard\cardboard64.jpg,16.65,False,JPEG,RGB,512.0,384.0,3.0,42.44,False,OK
cardboard65.jpg,cardboard,../data/raw\cardboard\cardboard65.jpg,20.17,False,JPEG,RGB,512.0,384.0,3.0,66.21,False,OK
cardboard66.jpg,cardboard,../data/raw\cardboard\cardboard66.jpg,25.54,False,JPEG,RGB,512.0,384.0,3.0,40.25,False,OK
cardboard67.jpg,cardboard,../data/raw\cardboard\cardboard67.jpg,11.91,False,JPEG,RGB,512.0,384.0,3.0,45.03,False,OK
cardboard68.jpg,cardboard,../data/raw\cardboard\cardboard68.jpg,19.7,False,JPEG,RGB,512.0,384.0,3.0,29.85,False,OK
cardboard69.jpg,cardboard,../data/raw\cardboard\cardboard69.jpg,22.35,False,JPEG,RGB,512.0,384.0,3.0,37.98,False,OK
cardboard7.jpg,cardboard,../data/raw\cardboard\cardboard7.jpg,19.69,False,JPEG,RGB,512.0,384.0,3.0,43.28,False,OK
cardboard70.jpg,cardboard,../data/raw\cardboard\cardboard70.jpg,1.73,False,JPEG,RGB,40.0,40.0,3.0,59.89,False,OK
cardboard71.jpg,cardboard,../data/raw\cardboard\cardboard71.jpg,21.89,False,JPEG,RGB,512.0,384.0,3.0,36.07,False,OK
cardboard72.jpg,cardboard,../data/raw\cardboard\cardboard72.jpg,21.62,False,JPEG,RGB,512.0,384.0,3.0,35.02,False,OK
cardboard73.jpg,cardboard,../data/raw\cardboard\cardboard73.jpg,21.03,False,JPEG,RGB,512.0,384.0,3.0,37.45,False,OK
cardboard74.jpg,cardboard,../data/raw\cardboard\cardboard74.jpg,20.42,False,JPEG,RGB,512.0,384.0,3.0,39.8,False,OK
cardboard75.jpg,cardboard,../data/raw\cardboard\cardboard75.jpg,12.09,False,JPEG,RGB,512.0,384.0,3.0,39.94,False,OK
cardboard76.jpg,cardboard,../data/raw\cardboard\cardboard76.jpg,18.28,False,JPEG,RGB,512.0,384.0,3.0,44.26,False,OK
cardboard77.jpg,cardboard,../data/raw\cardboard\cardboard77.jpg,14.62,False,JPEG,RGB,512.0,384.0,3.0,22.99,False,OK
cardboard78.jpg,cardboard,../data/raw\cardboard\cardboard78.jpg,16.95,False,JPEG,RGB,512.0,384.0,3.0,33.3,False,OK
cardboard79.jpg,cardboard,../data/raw\cardboard\cardboard79.jpg,24.59,False,JPEG,RGB,512.0,384.0,3.0,36.24,False,OK
cardboard8.jpg,cardboard,../data/raw\cardboard\cardboard8.jpg,14.87,False,JPEG,RGB,512.0,384.0,3.0,71.44,False,OK
cardboard80.jpg,cardboard,../data/raw\cardboard\cardboard80.jpg,15.64,False,JPEG,RGB,512.0,384.0,3.0,25.0,False,OK
cardboard81.jpg,cardboard,../data/raw\cardboard\cardboard81.jpg,25.11,False,JPEG,RGB,512.0,384.0,3.0,49.6,False,OK
cardboard82.jpg,cardboard,../data/raw\cardboard\cardboard82.jpg,21.09,False,JPEG,RGB,512.0,384.0,3.0,40.65,False,OK
cardboard84.jpg,cardboard,../data/raw\cardboard\cardboard84.jpg,29.48,False,JPEG,RGB,512.0,384.0,3.0,41.48,False,OK
cardboard85.jpg,cardboard,../data/raw\cardboard\cardboard85.jpg,14.56,False,JPEG,RGB,512.0,384.0,3.0,59.06,False,OK
cardboard85g.png,cardboard,../data/raw\cardboard\cardboard85g.png,123.0,False,PNG,RGBA,512.0,384.0,4.0,59.52,False,OK
cardboard86.jpg,cardboard,../data/raw\cardboard\cardboard86.jpg,9.87,False,JPEG,RGB,512.0,384.0,3.0,16.89,False,OK
cardboard86d.jpg,cardboard,../data/raw\cardboard\cardboard86d.jpg,14.13,False,JPEG,RGB,512.0,384.0,3.0,53.94,False,OK
cardboard87.jpg,cardboard,../data/raw\cardboard\cardboard87.jpg,20.15,False,JPEG,RGB,512.0,384.0,3.0,39.43,False,OK
cardboard88.jpg,cardboard,../data/raw\cardboard\cardboard88.jpg,30.07,False,JPEG,RGB,512.0,384.0,3.0,36.91,False,OK
cardboard89.jpg,cardboard,../data/raw\cardboard\cardboard89.jpg,22.29,False,JPEG,RGB,512.0,384.0,3.0,53.29,False,OK
cardboard9.jpg,cardboard,../data/raw\cardboard\cardboard9.jpg,18.83,False,JPEG,RGB,512.0,384.0,3.0,20.68,False,OK
cardboard90.jpg,cardboard,../data/raw\cardboard\cardboard90.jpg,23.25,False,JPEG,RGB,512.0,384.0,3.0,30.81,False,OK
cardboard91.jpg,cardboard,../data/raw\cardboard\cardboard91.jpg,16.25,False,JPEG,RGB,512.0,384.0,3.0,46.14,False,OK
cardboard92.jpg,cardboard,../data/raw\cardboard\cardboard92.jpg,26.1,False,JPEG,RGB,512.0,384.0,3.0,31.46,False,OK
cardboard93.jpg,cardboard,../data/raw\cardboard\cardboard93.jpg,19.11,False,JPEG,RGB,512.0,384.0,3.0,42.85,False,OK
cardboard94.jpg,cardboard,../data/raw\cardboard\cardboard94.jpg,14.88,False,JPEG,RGB,512.0,384.0,3.0,61.46,False,OK
cardboard95.jpg,cardboard,../data/raw\cardboard\cardboard95.jpg,29.99,False,JPEG,RGB,512.0,384.0,3.0,74.64,False,OK
cardboard96.jpg,cardboard,../data/raw\cardboard\cardboard96.jpg,18.92,False,JPEG,RGB,512.0,384.0,3.0,45.46,False,OK
cardboard97.jpg,cardboard,../data/raw\cardboard\cardboard97.jpg,23.91,False,JPEG,RGB,512.0,384.0,3.0,33.59,False,OK
cardboard98.jpg,cardboard,../data/raw\cardboard\cardboard98.jpg,21.03,False,JPEG,RGB,512.0,384.0,3.0,53.21,False,OK
cardboard99.jpg,cardboard,../data/raw\cardboard\cardboard99.jpg,9.82,False,JPEG,RGB,512.0,384.0,3.0,47.38,False,OK
image-violet-512x384.gif,cardboard,../data/raw\cardboard\image-violet-512x384.gif,35.04,False,GIF,P,512.0,384.0,1.0,13.06,False,OK
glass1.jpg,glass,../data/raw\glass\glass1.jpg,8.1,False,JPEG,RGB,512.0,384.0,3.0,51.49,False,OK
glass10.jpg,glass,../data/raw\glass\glass10.jpg,8.52,False,JPEG,RGB,512.0,384.0,3.0,44.43,False,OK
glass100.jpg,glass,../data/raw\glass\glass100.jpg,1.55,False,JPEG,RGB,40.0,40.0,3.0,65.11,False,OK
glass101.jpg,glass,../data/raw\glass\glass101.jpg,14.72,False,JPEG,RGB,512.0,384.0,3.0,45.26,False,OK
glass102.jpg,glass,../data/raw\glass\glass102.jpg,11.98,False,JPEG,RGB,512.0,384.0,3.0,37.02,False,OK
glass103.jpg,glass,../data/raw\glass\glass103.jpg,11.1,False,JPEG,RGB,512.0,384.0,3.0,36.77,False,OK
glass104.jpg,glass,../data/raw\glass\glass104.jpg,13.59,False,JPEG,RGB,512.0,384.0,3.0,31.78,False,OK
glass105.jpg,glass,../data/raw\glass\glass105.jpg,10.71,False,JPEG,RGB,512.0,384.0,3.0,50.34,False,OK
glass106.jpg,glass,../data/raw\glass\glass106.jpg,11.38,False,JPEG,RGB,512.0,384.0,3.0,30.51,False,OK
glass107.jpg,glass,../data/raw\glass\glass107.jpg,15.39,False,JPEG,RGB,512.0,384.0,3.0,73.35,False,OK
glass108.jpg,glass,../data/raw\glass\glass108.jpg,13.62,False,JPEG,RGB,512.0,384.0,3.0,43.45,False,OK
glass109.jpg,glass,../data/raw\glass\glass109.jpg,18.54,False,JPEG,RGB,512.0,384.0,3.0,52.27,False,OK
glass109g.png,glass,../data/raw\glass\glass109g.png,136.97,False,PNG,RGBA,512.0,384.0,4.0,53.62,False,OK
glass11.jpg,glass,../data/raw\glass\glass11.jpg,11.18,False,JPEG,RGB,512.0,384.0,3.0,51.68,False,OK
glass110.jpg,glass,../data/raw\glass\glass110.jpg,19.81,False,JPEG,RGB,512.0,384.0,3.0,45.38,False,OK
glass111.jpg,glass,../data/raw\glass\glass111.jpg,17.59,False,JPEG,RGB,512.0,384.0,3.0,42.01,False,OK
glass112.jpg,glass,../data/raw\glass\glass112.jpg,12.15,False,JPEG,RGB,512.0,384.0,3.0,44.33,False,OK
glass113.jpg,glass,../data/raw\glass\glass113.jpg,9.37,False,JPEG,RGB,512.0,384.0,3.0,68.42,False,OK
glass114.jpg,glass,../data/raw\glass\glass114.jpg,11.73,False,JPEG,RGB,512.0,384.0,3.0,57.02,False,OK
glass115.jpg,glass,../data/raw\glass\glass115.jpg,8.47,False,JPEG,RGB,512.0,384.0,3.0,33.94,False,OK
glass116.jpg,glass,../data/raw\glass\glass116.jpg,17.45,False,JPEG,RGB,512.0,384.0,3.0,32.98,False,OK
glass117.jpg,glass,../data/raw\glass\glass117.jpg,22.67,False,JPEG,RGB,512.0,384.0,3.0,62.31,False,OK
glass117g.png,glass,../data/raw\glass\glass117g.png,136.78,False,PNG,RGBA,512.0,384.0,4.0,64.4,False,OK
glass118.jpg,glass,../data/raw\glass\glass118.jpg,15.13,False,JPEG,RGB,512.0,384.0,3.0,79.85,False,OK
glass119.jpg,glass,../data/raw\glass\glass119.jpg,12.01,False,JPEG,RGB,512.0,384.0,3.0,73.95,False,OK
glass11g.png,glass,../data/raw\glass\glass11g.png,75.96,False,PNG,RGBA,512.0,384.0,4.0,50.69,False,OK
glass12.jpg,glass,../data/raw\glass\glass12.jpg,7.31,False,JPEG,RGB,512.0,384.0,3.0,12.59,False,OK
glass120.jpg,glass,../data/raw\glass\glass120.jpg,8.95,False,JPEG,RGB,512.0,384.0,3.0,63.02,False,OK
glass121.jpg,glass,../data/raw\glass\glass121.jpg,15.53,False,JPEG,RGB,512.0,384.0,3.0,64.22,False,OK
